Job Title,Company,Location,Salary,Skills,Experience,Posted Date
AI/ML Engineer,Tech Company 334,Ha Noi,26-55 millions,"Python, NLP, HuggingFace",Senior,2024-04-01
Backend Developer,Tech Company 429,Ha Noi,27-59 millions,"Java, Spring Boot",Senior,2024-02-07
AI/ML Engineer,Tech Company 476,Ha Noi,14-30 millions,"Python, TensorFlow, CV",Junior,2024-04-19
Tester/QA,Tech Company 415,Ho Chi Minh,67-112 millions,"Manual Testing, SQL",Manager,2024-07-16
Tester/QA,Tech Company 405,Ho Chi Minh,9-16 millions,"Java, Appium",Fresher,2024-12-11
Data Scientist,Tech Company 424,Ha Noi,16-30 millions,"Python, Pandas, Scikit-learn",Junior,2025-02-19
Mobile Developer,Tech Company 480,Ho Chi Minh,15-28 millions,"Flutter, Dart",Junior,2024-11-27
Data Scientist,Tech Company 299,Ho Chi Minh,17-32 millions,"SQL, Tableau, Python",Junior,2024-11-05
DevOps Engineer,Tech Company 158,Ho Chi Minh,26-58 millions,"Linux, Jenkins, Ansible",Senior,2025-04-21
AI/ML Engineer,Tech Company 189,Ha Noi,14-32 millions,"C++, CUDA, Computer Vision",Junior,2024-10-29
Fullstack Developer,Tech Company 192,Ho Chi Minh,26-58 millions,"Java, Angular, SQL",Senior,2025-09-12
Tester/QA,Tech Company 448,Ha Noi,17-30 millions,"Manual Testing, SQL",Junior,2025-09-02
DevOps Engineer,Tech Company 463,Ha Noi,29-55 millions,"AWS, Docker, K8s",Senior,2025-07-14
Fullstack Developer,Tech Company 349,Ha Noi,26-57 millions,"React, Node.js, Mongo",Senior,2024-04-29
Frontend Developer,Tech Company 213,Ha Noi,17-29 millions,"HTML, CSS, JS",Junior,2025-06-09
Tester/QA,Tech Company 382,Ho Chi Minh,17-29 millions,"Java, Appium",Junior,2024-01-04
Mobile Developer,Tech Company 479,Ho Chi Minh,,"Swift, iOS",Junior,2024-03-02
Tester/QA,Tech Company 393,Remote,41-74 millions,"Selenium, Python",Lead,2024-05-18
Mobile Developer,Tech Company 193,Ha Noi,29-56 millions,"Swift, iOS",Senior,2025-01-21
Fullstack Developer,Tech Company 202,Remote,9-16 millions,"Python, VueJS, Docker",Fresher,2025-07-04
Data Scientist,Tech Company 345,Ha Noi,28-59 millions,"Python, Pandas, Scikit-learn",Senior,2025-04-19
Mobile Developer,Tech Company 97,Ho Chi Minh,26-56 millions,React Native,Senior,2024-10-09
Frontend Developer,Tech Company 124,Ha Noi,,"ReactJS, TypeScript",Lead,2024-01-17
Backend Developer,Tech Company 126,Ho Chi Minh,16-31 millions,"Node.js, Express",Junior,2024-02-19
Data Scientist,Tech Company 72,Ho Chi Minh,26-59 millions,"Python, PyTorch, AWS",Senior,2024-02-27
DevOps Engineer,Tech Company 122,Ho Chi Minh,27-58 millions,"Linux, Jenkins, Ansible",Senior,2024-11-24
Data Scientist,Tech Company 451,Ho Chi Minh,15-27 millions,"SQL, Tableau, Python",Junior,2025-08-28
Mobile Developer,Tech Company 344,Ho Chi Minh,25-56 millions,"Kotlin, Android",Senior,2025-10-20
Mobile Developer,Tech Company 243,Ha Noi,15-29 millions,"Kotlin, Android",Junior,2025-07-04
Fullstack Developer,Tech Company 286,Ho Chi Minh,18-30 millions,"Java, Angular, SQL",Junior,2025-03-02
AI/ML Engineer,Tech Company 434,Ho Chi Minh,26-55 millions,"Python, TensorFlow, CV",Senior,2025-04-05
Data Scientist,Tech Company 21,Ha Noi,15-30 millions,"Python, Pandas, Scikit-learn",Junior,2025-09-09
Data Scientist,Tech Company 490,Ho Chi Minh,42-81 millions,"SQL, Tableau, Python",Lead,2024-11-06
Data Scientist,Tech Company 469,Ho Chi Minh,42-81 millions,"Python, PyTorch, AWS",Lead,2025-05-05
Data Scientist,Tech Company 195,Ha Noi,18-30 millions,"SQL, Tableau, Python",Junior,2024-10-16
AI/ML Engineer,Tech Company 51,Ha Noi,15-31 millions,"Python, NLP, HuggingFace",Junior,2025-04-22
DevOps Engineer,Tech Company 443,Ha Noi,26-57 millions,"AWS, Docker, K8s",Senior,2025-07-30
AI/ML Engineer,Tech Company 152,Ho Chi Minh,18-30 millions,"C++, CUDA, Computer Vision",Junior,2025-03-03
Mobile Developer,Tech Company 173,Ho Chi Minh,,React Native,Junior,2025-12-02
Tester/QA,Tech Company 72,,15-31 millions,"Automation, Cypress",Junior,2024-06-22
Backend Developer,Tech Company 25,Ha Noi,28-55 millions,"Python, Django",Senior,2025-11-15
Data Scientist,Tech Company 234,Ho Chi Minh,28-55 millions,"Python, Pandas, Scikit-learn",Senior,2025-06-01
Tester/QA,Tech Company 7,Ha Noi,14-30 millions,"Automation, Cypress",Junior,2025-02-25
AI/ML Engineer,Tech Company 413,Ha Noi,8-19 millions,"Python, TensorFlow, CV",Fresher,2025-03-16
Frontend Developer,Tech Company 418,Ho Chi Minh,42-80 millions,"VueJS, Nuxt",Lead,2024-09-15
Frontend Developer,Tech Company 357,Ha Noi,18-29 millions,"Angular, RxJS",Junior,2024-09-06
Frontend Developer,Tech Company 244,,14-29 millions,"ReactJS, TypeScript",Junior,2025-07-19
Fullstack Developer,Tech Company 290,Ho Chi Minh,8-18 millions,"React, Node.js, Mongo",Fresher,2024-12-05
Backend Developer,Tech Company 244,Remote,61-109 millions,"Java, Spring Boot",Manager,2025-08-03
AI/ML Engineer,Tech Company 9,Da Nang,13-22 millions,"C++, CUDA, Computer Vision",Junior,2024-11-18
Mobile Developer,Tech Company 428,Ha Noi,65-112 millions,"Flutter, Dart",Manager,2025-08-03
DevOps Engineer,Tech Company 371,Ha Noi,28-55 millions,"Azure, CI/CD, Terraform",Senior,2025-12-06
DevOps Engineer,Tech Company 175,Ha Noi,7-17 millions,"AWS, Docker, K8s",Fresher,2024-03-18
Mobile Developer,Tech Company 252,Ha Noi,25-56 millions,"Swift, iOS",Senior,2025-04-06
Mobile Developer,Tech Company 44,Ha Noi,15-30 millions,"Kotlin, Android",Junior,2025-01-24
Data Scientist,Tech Company 365,Ho Chi Minh,25-56 millions,"Python, PyTorch, AWS",Senior,2025-01-24
Mobile Developer,Tech Company 228,Ho Chi Minh,26-55 millions,"Swift, iOS",Senior,2024-11-11
Fullstack Developer,Tech Company 263,Ho Chi Minh,15-29 millions,"React, Node.js, Mongo",Junior,2025-07-22
DevOps Engineer,Tech Company 443,Ho Chi Minh,14-30 millions,"Linux, Jenkins, Ansible",Junior,2024-11-28
Mobile Developer,Tech Company 293,Ho Chi Minh,17-30 millions,"Flutter, Dart",Junior,2024-09-05
Fullstack Developer,Tech Company 33,Ha Noi,26-56 millions,"React, Node.js, Mongo",Senior,2024-05-29
AI/ML Engineer,Tech Company 370,Ho Chi Minh,17-29 millions,"Python, NLP, HuggingFace",Junior,2024-09-09
Data Scientist,Tech Company 171,Ha Noi,25-56 millions,"SQL, Tableau, Python",Senior,2025-02-09
DevOps Engineer,Tech Company 499,Ho Chi Minh,26-59 millions,"Azure, CI/CD, Terraform",Senior,2025-10-28
Data Scientist,Tech Company 150,Ho Chi Minh,26-59 millions,"SQL, Tableau, Python",Senior,2024-11-22
Data Scientist,Tech Company 187,Ha Noi,,"SQL, Tableau, Python",Senior,2025-02-06
Fullstack Developer,Tech Company 483,Ha Noi,9-16 millions,"Python, VueJS, Docker",Fresher,2025-04-17
AI/ML Engineer,Tech Company 345,Ho Chi Minh,25-59 millions,"C++, CUDA, Computer Vision",Senior,2025-02-22
Data Scientist,Tech Company 38,Ha Noi,17-31 millions,"SQL, Tableau, Python",Junior,2025-01-21
Mobile Developer,Tech Company 360,Ha Noi,16-31 millions,"Kotlin, Android",Junior,2025-01-03
Frontend Developer,Tech Company 86,,45-80 millions,"ReactJS, TypeScript",Lead,2024-12-29
Mobile Developer,Tech Company 51,,29-57 millions,"Swift, iOS",Senior,2024-01-11
Data Scientist,Tech Company 302,Ha Noi,15-29 millions,"SQL, Tableau, Python",Junior,2025-11-26
Backend Developer,Tech Company 60,Ho Chi Minh,25-57 millions,"Node.js, Express",Senior,2024-03-28
DevOps Engineer,Tech Company 248,Ha Noi,26-58 millions,"Azure, CI/CD, Terraform",Senior,2025-06-17
Tester/QA,Tech Company 59,Ho Chi Minh,14-27 millions,"Java, Appium",Junior,2025-12-28
Frontend Developer,Tech Company 90,Ho Chi Minh,10-20 millions,"VueJS, Nuxt",Fresher,2025-06-12
Mobile Developer,Tech Company 96,Ho Chi Minh,26-57 millions,"Kotlin, Android",Senior,2024-07-07
Backend Developer,Tech Company 361,Ho Chi Minh,27-57 millions,"Java, Spring Boot",Senior,2024-01-05
Frontend Developer,Tech Company 167,,17-30 millions,"ReactJS, TypeScript",Junior,2025-01-09
Tester/QA,Tech Company 59,Ho Chi Minh,16-30 millions,"Java, Appium",Junior,2025-08-24
Fullstack Developer,Tech Company 303,Ha Noi,17-28 millions,"Python, VueJS, Docker",Junior,2025-09-21
Frontend Developer,Tech Company 73,Ho Chi Minh,8-17 millions,"VueJS, Nuxt",Fresher,2025-12-11
Fullstack Developer,Tech Company 276,Ho Chi Minh,27-55 millions,"Python, VueJS, Docker",Senior,2025-10-12
Fullstack Developer,Tech Company 162,Ha Noi,26-56 millions,"Python, VueJS, Docker",Senior,2024-07-10
DevOps Engineer,Tech Company 494,Ha Noi,27-55 millions,"AWS, Docker, K8s",Senior,2025-01-28
Mobile Developer,Tech Company 86,,27-59 millions,"Kotlin, Android",Senior,2025-05-15
Data Scientist,Tech Company 87,Ho Chi Minh,6-17 millions,"SQL, Tableau, Python",Fresher,2024-10-22
Tester/QA,Tech Company 422,Ha Noi,27-56 millions,"Selenium, Python",Senior,2025-07-10
Backend Developer,Tech Company 377,Ha Noi,66-114 millions,"Node.js, Express",Manager,2024-04-14
AI/ML Engineer,Tech Company 225,Ha Noi,27-56 millions,"Python, TensorFlow, CV",Senior,2024-03-30
Data Scientist,Tech Company 441,Ho Chi Minh,45-79 millions,"Python, Pandas, Scikit-learn",Lead,2024-12-25
Fullstack Developer,Tech Company 413,Ha Noi,26-56 millions,"Python, VueJS, Docker",Senior,2024-07-30
AI/ML Engineer,Tech Company 150,Ho Chi Minh,8-18 millions,"C++, CUDA, Computer Vision",Fresher,2025-12-21
Frontend Developer,Tech Company 142,Ho Chi Minh,,"VueJS, Nuxt",Junior,2024-03-01
Fullstack Developer,Tech Company 390,Ho Chi Minh,42-78 millions,"React, Node.js, Mongo",Lead,2024-09-10
Fullstack Developer,Tech Company 232,Ho Chi Minh,28-58 millions,"Python, VueJS, Docker",Senior,2025-01-19
Frontend Developer,Tech Company 233,Ha Noi,8-17 millions,"HTML, CSS, JS",Fresher,2025-01-12
Backend Developer,Tech Company 358,Ho Chi Minh,66-112 millions,"Python, Django",Manager,2025-11-11
Mobile Developer,Tech Company 138,Ho Chi Minh,18-31 millions,React Native,Junior,2025-05-21
Fullstack Developer,Tech Company 391,Ho Chi Minh,17-31 millions,"Python, VueJS, Docker",Junior,2025-11-29
Tester/QA,Tech Company 234,Ho Chi Minh,7-20 millions,"Selenium, Python",Fresher,2025-03-27
Data Scientist,Tech Company 82,Remote,,"Python, PyTorch, AWS",Fresher,2024-11-05
Frontend Developer,Tech Company 85,Da Nang,35-64 millions,"Angular, RxJS",Lead,2025-10-26
Data Scientist,Tech Company 110,Ha Noi,9-20 millions,"SQL, Tableau, Python",Fresher,2024-01-02
Data Scientist,Tech Company 176,Ho Chi Minh,17-27 millions,"Python, PyTorch, AWS",Junior,2025-12-13
Mobile Developer,Tech Company 375,Remote,26-53 millions,React Native,Senior,2024-04-01
DevOps Engineer,Tech Company 329,Ho Chi Minh,26-58 millions,"Azure, CI/CD, Terraform",Senior,2024-05-16
Backend Developer,Tech Company 384,Ho Chi Minh,65-113 millions,"Java, Spring Boot",Manager,2025-10-05
Tester/QA,Tech Company 302,Ho Chi Minh,,"Manual Testing, SQL",Junior,2024-05-06
Mobile Developer,Tech Company 44,Ho Chi Minh,28-56 millions,"Swift, iOS",Senior,2025-10-22
AI/ML Engineer,Tech Company 106,Ha Noi,14-31 millions,"C++, CUDA, Computer Vision",Junior,2024-11-04
Mobile Developer,Tech Company 254,Ha Noi,28-58 millions,"Swift, iOS",Senior,2024-09-02
Frontend Developer,Tech Company 199,Ho Chi Minh,18-32 millions,"ReactJS, TypeScript",Junior,2024-05-15
DevOps Engineer,Tech Company 9,Ha Noi,44-80 millions,"Linux, Jenkins, Ansible",Lead,2024-03-15
Data Scientist,Tech Company 260,Ho Chi Minh,,"Python, Pandas, Scikit-learn",Senior,2025-02-11
Mobile Developer,Tech Company 276,Ha Noi,17-27 millions,"Kotlin, Android",Junior,2025-07-03
AI/ML Engineer,Tech Company 275,Ho Chi Minh,27-56 millions,"Python, TensorFlow, CV",Senior,2024-06-08
Frontend Developer,Tech Company 30,Ha Noi,17-31 millions,"Angular, RxJS",Junior,2024-09-01
Frontend Developer,Tech Company 380,Da Nang,13-22 millions,"HTML, CSS, JS",Junior,2025-11-13
Backend Developer,Tech Company 268,Ho Chi Minh,28-55 millions,"Java, Spring Boot",Senior,2024-12-21
AI/ML Engineer,Tech Company 376,Ha Noi,26-58 millions,"Python, TensorFlow, CV",Senior,2024-10-02
Backend Developer,Tech Company 135,Ha Noi,45-78 millions,"Go, Microservices",Lead,2024-03-06
Frontend Developer,Tech Company 440,Ha Noi,27-56 millions,"HTML, CSS, JS",Senior,2025-05-26
AI/ML Engineer,Tech Company 117,Ho Chi Minh,,"Python, TensorFlow, CV",Senior,2024-04-28
Backend Developer,Tech Company 92,Ho Chi Minh,25-56 millions,"Java, Spring Boot",Senior,2024-06-02
Mobile Developer,Tech Company 139,Da Nang,35-65 millions,React Native,Lead,2024-11-23
Frontend Developer,Tech Company 489,Ha Noi,26-59 millions,"ReactJS, TypeScript",Senior,2024-02-17
AI/ML Engineer,Tech Company 189,Da Nang,12-25 millions,"Python, NLP, HuggingFace",Junior,2024-01-09
AI/ML Engineer,Tech Company 498,Ha Noi,16-29 millions,"C++, CUDA, Computer Vision",Junior,2025-08-28
Data Scientist,Tech Company 78,Ha Noi,18-31 millions,"Python, PyTorch, AWS",Junior,2024-09-08
Data Scientist,Tech Company 487,Ho Chi Minh,8-20 millions,"Python, PyTorch, AWS",Fresher,2024-01-10
Mobile Developer,Tech Company 215,Ha Noi,14-30 millions,"Swift, iOS",Junior,2024-08-31
Fullstack Developer,Tech Company 460,Ho Chi Minh,15-27 millions,"Python, VueJS, Docker",Junior,2024-08-25
DevOps Engineer,Tech Company 259,Ho Chi Minh,29-55 millions,"Azure, CI/CD, Terraform",Senior,2024-04-07
Frontend Developer,Tech Company 150,Ha Noi,8-21 millions,"ReactJS, TypeScript",Fresher,2024-08-30
Mobile Developer,Tech Company 484,Ho Chi Minh,15-28 millions,"Swift, iOS",Junior,2024-03-17
Frontend Developer,Tech Company 209,Ha Noi,14-29 millions,"VueJS, Nuxt",Junior,2024-11-17
Data Scientist,Tech Company 47,Ho Chi Minh,8-17 millions,"SQL, Tableau, Python",Fresher,2024-05-02
Backend Developer,Tech Company 365,Ha Noi,17-29 millions,"Java, Spring Boot",Junior,2024-04-03
Backend Developer,Tech Company 488,Ho Chi Minh,15-32 millions,"Go, Microservices",Junior,2024-02-01
Data Scientist,Tech Company 63,Ha Noi,16-31 millions,"Python, Pandas, Scikit-learn",Junior,2024-05-23
Data Scientist,Tech Company 323,,7-18 millions,"Python, Pandas, Scikit-learn",Fresher,2025-12-03
AI/ML Engineer,Tech Company 228,Ho Chi Minh,42-77 millions,"Python, TensorFlow, CV",Lead,2025-10-23
DevOps Engineer,Tech Company 474,Ho Chi Minh,25-57 millions,"AWS, Docker, K8s",Senior,2024-06-21
Mobile Developer,Tech Company 182,Ha Noi,25-58 millions,"Kotlin, Android",Senior,2024-06-25
AI/ML Engineer,Tech Company 316,Ho Chi Minh,18-27 millions,"Python, NLP, HuggingFace",Junior,2025-09-26
Mobile Developer,Tech Company 215,Ho Chi Minh,14-28 millions,"Kotlin, Android",Junior,2024-05-20
Data Scientist,Tech Company 196,Da Nang,15-25 millions,"Python, PyTorch, AWS",Junior,2024-01-20
Tester/QA,Tech Company 139,Ho Chi Minh,29-57 millions,"Java, Appium",Senior,2025-02-01
Data Scientist,Tech Company 415,,18-31 millions,"Python, Pandas, Scikit-learn",Junior,2024-02-29
Data Scientist,Tech Company 274,,64-113 millions,"Python, Pandas, Scikit-learn",Manager,2024-09-29
Backend Developer,Tech Company 182,Da Nang,22-49 millions,"Java, Spring Boot",Senior,2025-02-01
Fullstack Developer,Tech Company 184,Can Tho,34-64 millions,"React, Node.js, Mongo",Lead,2025-12-15
DevOps Engineer,Tech Company 429,Ho Chi Minh,44-79 millions,"Linux, Jenkins, Ansible",Lead,2024-07-11
Tester/QA,Tech Company 120,Da Nang,52-90 millions,"Java, Appium",Manager,2024-02-27
Tester/QA,Tech Company 175,Ho Chi Minh,26-58 millions,"Selenium, Python",Senior,2024-05-13
DevOps Engineer,Tech Company 397,Da Nang,20-47 millions,"AWS, Docker, K8s",Senior,2024-05-25
DevOps Engineer,Tech Company 301,Ha Noi,8-21 millions,"AWS, Docker, K8s",Fresher,2025-02-09
Fullstack Developer,Tech Company 492,Ho Chi Minh,9-18 millions,"React, Node.js, Mongo",Fresher,2025-10-16
DevOps Engineer,Tech Company 158,Ho Chi Minh,17-31 millions,"AWS, Docker, K8s",Junior,2025-01-22
Fullstack Developer,Tech Company 201,Ho Chi Minh,25-58 millions,"Python, VueJS, Docker",Senior,2025-08-09
Backend Developer,Tech Company 114,Ha Noi,44-81 millions,"Java, Spring Boot",Lead,2025-09-18
Tester/QA,Tech Company 164,Ho Chi Minh,26-55 millions,"Manual Testing, SQL",Senior,2024-12-21
Frontend Developer,Tech Company 355,Da Nang,13-23 millions,"Angular, RxJS",Junior,2024-09-12
Frontend Developer,Tech Company 497,Ho Chi Minh,6-18 millions,"ReactJS, TypeScript",Fresher,2025-03-05
Mobile Developer,Tech Company 404,Ho Chi Minh,16-28 millions,"Swift, iOS",Junior,2025-05-05
Data Scientist,Tech Company 151,Ha Noi,43-80 millions,"Python, Pandas, Scikit-learn",Lead,2024-02-04
Frontend Developer,Tech Company 375,Ho Chi Minh,8-20 millions,"ReactJS, TypeScript",Fresher,2024-06-13
Frontend Developer,Tech Company 361,Da Nang,7-16 millions,"Angular, RxJS",Fresher,2025-05-09
Fullstack Developer,Tech Company 170,Da Nang,8-14 millions,"Python, VueJS, Docker",Fresher,2024-04-13
AI/ML Engineer,Tech Company 202,Ho Chi Minh,15-28 millions,"C++, CUDA, Computer Vision",Junior,2024-02-20
Fullstack Developer,Tech Company 422,Ha Noi,26-57 millions,"React, Node.js, Mongo",Senior,2024-10-28
Data Scientist,Tech Company 42,Ha Noi,25-55 millions,"Python, Pandas, Scikit-learn",Senior,2024-10-25
Mobile Developer,Tech Company 329,Ho Chi Minh,16-30 millions,"Kotlin, Android",Junior,2024-04-03
Mobile Developer,Tech Company 239,Ho Chi Minh,26-55 millions,"Swift, iOS",Senior,2025-03-26
Backend Developer,Tech Company 343,Ha Noi,17-30 millions,"Java, Spring Boot",Junior,2024-03-28
Data Scientist,Tech Company 215,Ha Noi,14-29 millions,"Python, PyTorch, AWS",Junior,2025-06-19
Tester/QA,Tech Company 258,Ha Noi,65-110 millions,"Manual Testing, SQL",Manager,2024-02-05
Fullstack Developer,Tech Company 498,Ha Noi,29-57 millions,"React, Node.js, Mongo",Senior,2024-06-20
Backend Developer,Tech Company 422,Ho Chi Minh,14-30 millions,"Node.js, Express",Junior,2024-07-25
AI/ML Engineer,Tech Company 45,Ha Noi,29-59 millions,"Python, NLP, HuggingFace",Senior,2024-03-09
DevOps Engineer,Tech Company 403,Ho Chi Minh,16-32 millions,"Azure, CI/CD, Terraform",Junior,2024-01-13
Mobile Developer,Tech Company 299,Ha Noi,27-55 millions,"Flutter, Dart",Senior,2025-08-25
Frontend Developer,Tech Company 450,Da Nang,23-49 millions,"ReactJS, TypeScript",Senior,2024-12-18
Tester/QA,Tech Company 317,Ho Chi Minh,14-28 millions,"Automation, Cypress",Junior,2024-05-27
Backend Developer,Tech Company 26,Ha Noi,29-56 millions,"Node.js, Express",Senior,2024-08-31
DevOps Engineer,Tech Company 144,Da Nang,21-48 millions,"AWS, Docker, K8s",Senior,2024-11-14
Frontend Developer,Tech Company 397,Da Nang,21-49 millions,"VueJS, Nuxt",Senior,2025-03-29
Mobile Developer,Tech Company 380,Ho Chi Minh,26-56 millions,"Flutter, Dart",Senior,2025-02-20
DevOps Engineer,Tech Company 364,Ha Noi,16-28 millions,"AWS, Docker, K8s",Junior,2024-11-14
Backend Developer,Tech Company 128,Ho Chi Minh,,"Java, Spring Boot",Senior,2024-02-29
DevOps Engineer,Tech Company 259,Ho Chi Minh,7-18 millions,"Linux, Jenkins, Ansible",Fresher,2025-04-20
Backend Developer,Tech Company 492,Da Nang,12-25 millions,"Java, Spring Boot",Junior,2024-06-30
DevOps Engineer,Tech Company 47,Ha Noi,42-81 millions,"Azure, CI/CD, Terraform",Lead,2025-12-06
Fullstack Developer,Tech Company 332,Ho Chi Minh,17-28 millions,"Python, VueJS, Docker",Junior,2024-08-14
Mobile Developer,Tech Company 5,Ho Chi Minh,17-32 millions,"Flutter, Dart",Junior,2025-11-29
Fullstack Developer,Tech Company 413,Ho Chi Minh,17-28 millions,"Python, VueJS, Docker",Junior,2025-09-14
AI/ML Engineer,Tech Company 130,Ha Noi,45-81 millions,"Python, NLP, HuggingFace",Lead,2025-04-15
Mobile Developer,Tech Company 288,Ho Chi Minh,14-32 millions,"Flutter, Dart",Junior,2025-01-18
AI/ML Engineer,Tech Company 328,Ha Noi,25-55 millions,"C++, CUDA, Computer Vision",Senior,2024-10-10
AI/ML Engineer,Tech Company 413,Ho Chi Minh,15-31 millions,"Python, TensorFlow, CV",Junior,2024-02-28
Mobile Developer,Tech Company 255,Ha Noi,44-80 millions,"Swift, iOS",Lead,2025-11-02
Mobile Developer,Tech Company 293,Ho Chi Minh,65-110 millions,"Kotlin, Android",Manager,2025-12-26
Data Scientist,Tech Company 184,Ho Chi Minh,27-58 millions,"Python, PyTorch, AWS",Senior,2025-11-18
Fullstack Developer,Tech Company 372,Ha Noi,25-55 millions,"Java, Angular, SQL",Senior,2024-09-21
Fullstack Developer,Tech Company 182,Ha Noi,29-58 millions,"Python, VueJS, Docker",Senior,2024-08-15
Mobile Developer,Tech Company 436,Da Nang,12-25 millions,"Swift, iOS",Junior,2025-04-19
Frontend Developer,Tech Company 196,Ho Chi Minh,10-19 millions,"HTML, CSS, JS",Fresher,2025-11-28
Fullstack Developer,Tech Company 458,Ho Chi Minh,29-56 millions,"React, Node.js, Mongo",Senior,2025-08-06
DevOps Engineer,Tech Company 324,Ha Noi,42-77 millions,"Linux, Jenkins, Ansible",Lead,2024-12-06
