Job Title,Company,Location,Salary,Skills,Experience,Posted Date,Avg_Salary_Million,Exp_Level
DevOps Engineer,Tech Company 158,Ho Chi Minh,26-58 millions,"linux, jenkins, ansible",Senior,2025-04-21,42.0,3
AI/ML Engineer,Tech Company 189,Ha Noi,14-32 millions,"c++, cuda, computer vision",Junior,2024-10-29,23.0,2
Fullstack Developer,Tech Company 192,Ho Chi Minh,26-58 millions,"java, angular, sql",Senior,2025-09-12,42.0,3
Tester/QA,Tech Company 448,Ha Noi,17-30 millions,"manual testing, sql",Junior,2025-09-02,23.5,2
DevOps Engineer,Tech Company 463,Ha Noi,29-55 millions,"aws, docker, k8s",Senior,2025-07-14,42.0,3
Fullstack Developer,Tech Company 349,Ha Noi,26-57 millions,"react, node.js, mongo",Senior,2024-04-29,41.5,3
Frontend Developer,Tech Company 213,Ha Noi,17-29 millions,"html, css, js",Junior,2025-06-09,23.0,2
Tester/QA,Tech Company 382,Ho Chi Minh,17-29 millions,"java, appium",Junior,2024-01-04,23.0,2
Tester/QA,Tech Company 393,Remote,41-74 millions,"selenium, python",Lead,2024-05-18,57.5,4
Mobile Developer,Tech Company 193,Ha Noi,29-56 millions,"swift, ios",Senior,2025-01-21,42.5,3
Fullstack Developer,Tech Company 202,Remote,9-16 millions,"python, vuejs, docker",Fresher,2025-07-04,12.5,1
Data Scientist,Tech Company 345,Ha Noi,28-59 millions,"python, pandas, scikit-learn",Senior,2025-04-19,43.5,3
Mobile Developer,Tech Company 97,Ho Chi Minh,26-56 millions,react native,Senior,2024-10-09,41.0,3
Backend Developer,Tech Company 126,Ho Chi Minh,16-31 millions,"node.js, express",Junior,2024-02-19,23.5,2
Data Scientist,Tech Company 72,Ho Chi Minh,26-59 millions,"python, pytorch, aws",Senior,2024-02-27,42.5,3
DevOps Engineer,Tech Company 122,Ho Chi Minh,27-58 millions,"linux, jenkins, ansible",Senior,2024-11-24,42.5,3
Data Scientist,Tech Company 451,Ho Chi Minh,15-27 millions,"sql, tableau, python",Junior,2025-08-28,21.0,2
Mobile Developer,Tech Company 344,Ho Chi Minh,25-56 millions,"kotlin, android",Senior,2025-10-20,40.5,3
Mobile Developer,Tech Company 243,Ha Noi,15-29 millions,"kotlin, android",Junior,2025-07-04,22.0,2
Fullstack Developer,Tech Company 286,Ho Chi Minh,18-30 millions,"java, angular, sql",Junior,2025-03-02,24.0,2
AI/ML Engineer,Tech Company 434,Ho Chi Minh,26-55 millions,"python, tensorflow, cv",Senior,2025-04-05,40.5,3
Data Scientist,Tech Company 21,Ha Noi,15-30 millions,"python, pandas, scikit-learn",Junior,2025-09-09,22.5,2
Data Scientist,Tech Company 490,Ho Chi Minh,42-81 millions,"sql, tableau, python",Lead,2024-11-06,61.5,4
Data Scientist,Tech Company 469,Ho Chi Minh,42-81 millions,"python, pytorch, aws",Lead,2025-05-05,61.5,4
Data Scientist,Tech Company 195,Ha Noi,18-30 millions,"sql, tableau, python",Junior,2024-10-16,24.0,2
AI/ML Engineer,Tech Company 51,Ha Noi,15-31 millions,"python, nlp, huggingface",Junior,2025-04-22,23.0,2
DevOps Engineer,Tech Company 443,Ha Noi,26-57 millions,"aws, docker, k8s",Senior,2025-07-30,41.5,3
AI/ML Engineer,Tech Company 152,Ho Chi Minh,18-30 millions,"c++, cuda, computer vision",Junior,2025-03-03,24.0,2
Backend Developer,Tech Company 25,Ha Noi,28-55 millions,"python, django",Senior,2025-11-15,41.5,3
Data Scientist,Tech Company 234,Ho Chi Minh,28-55 millions,"python, pandas, scikit-learn",Senior,2025-06-01,41.5,3
Tester/QA,Tech Company 7,Ha Noi,14-30 millions,"automation, cypress",Junior,2025-02-25,22.0,2
AI/ML Engineer,Tech Company 413,Ha Noi,8-19 millions,"python, tensorflow, cv",Fresher,2025-03-16,13.5,1
Frontend Developer,Tech Company 418,Ho Chi Minh,42-80 millions,"vuejs, nuxt",Lead,2024-09-15,61.0,4
Frontend Developer,Tech Company 357,Ha Noi,18-29 millions,"angular, rxjs",Junior,2024-09-06,23.5,2
Fullstack Developer,Tech Company 290,Ho Chi Minh,8-18 millions,"react, node.js, mongo",Fresher,2024-12-05,13.0,1
Backend Developer,Tech Company 244,Remote,61-109 millions,"java, spring boot",Manager,2025-08-03,85.0,5
AI/ML Engineer,Tech Company 9,Da Nang,13-22 millions,"c++, cuda, computer vision",Junior,2024-11-18,17.5,2
Mobile Developer,Tech Company 428,Ha Noi,65-112 millions,"flutter, dart",Manager,2025-08-03,88.5,5
DevOps Engineer,Tech Company 371,Ha Noi,28-55 millions,"azure, ci/cd, terraform",Senior,2025-12-06,41.5,3
DevOps Engineer,Tech Company 175,Ha Noi,7-17 millions,"aws, docker, k8s",Fresher,2024-03-18,12.0,1
Mobile Developer,Tech Company 252,Ha Noi,25-56 millions,"swift, ios",Senior,2025-04-06,40.5,3
Mobile Developer,Tech Company 44,Ha Noi,15-30 millions,"kotlin, android",Junior,2025-01-24,22.5,2
Data Scientist,Tech Company 365,Ho Chi Minh,25-56 millions,"python, pytorch, aws",Senior,2025-01-24,40.5,3
Mobile Developer,Tech Company 228,Ho Chi Minh,26-55 millions,"swift, ios",Senior,2024-11-11,40.5,3
Fullstack Developer,Tech Company 263,Ho Chi Minh,15-29 millions,"react, node.js, mongo",Junior,2025-07-22,22.0,2
DevOps Engineer,Tech Company 443,Ho Chi Minh,14-30 millions,"linux, jenkins, ansible",Junior,2024-11-28,22.0,2
Mobile Developer,Tech Company 293,Ho Chi Minh,17-30 millions,"flutter, dart",Junior,2024-09-05,23.5,2
Fullstack Developer,Tech Company 33,Ha Noi,26-56 millions,"react, node.js, mongo",Senior,2024-05-29,41.0,3
AI/ML Engineer,Tech Company 370,Ho Chi Minh,17-29 millions,"python, nlp, huggingface",Junior,2024-09-09,23.0,2
Data Scientist,Tech Company 171,Ha Noi,25-56 millions,"sql, tableau, python",Senior,2025-02-09,40.5,3
DevOps Engineer,Tech Company 499,Ho Chi Minh,26-59 millions,"azure, ci/cd, terraform",Senior,2025-10-28,42.5,3
Data Scientist,Tech Company 150,Ho Chi Minh,26-59 millions,"sql, tableau, python",Senior,2024-11-22,42.5,3
Fullstack Developer,Tech Company 483,Ha Noi,9-16 millions,"python, vuejs, docker",Fresher,2025-04-17,12.5,1
AI/ML Engineer,Tech Company 345,Ho Chi Minh,25-59 millions,"c++, cuda, computer vision",Senior,2025-02-22,42.0,3
Data Scientist,Tech Company 38,Ha Noi,17-31 millions,"sql, tableau, python",Junior,2025-01-21,24.0,2
Mobile Developer,Tech Company 360,Ha Noi,16-31 millions,"kotlin, android",Junior,2025-01-03,23.5,2
Data Scientist,Tech Company 302,Ha Noi,15-29 millions,"sql, tableau, python",Junior,2025-11-26,22.0,2
Backend Developer,Tech Company 60,Ho Chi Minh,25-57 millions,"node.js, express",Senior,2024-03-28,41.0,3
DevOps Engineer,Tech Company 248,Ha Noi,26-58 millions,"azure, ci/cd, terraform",Senior,2025-06-17,42.0,3
Tester/QA,Tech Company 59,Ho Chi Minh,14-27 millions,"java, appium",Junior,2025-12-28,20.5,2
Frontend Developer,Tech Company 90,Ho Chi Minh,10-20 millions,"vuejs, nuxt",Fresher,2025-06-12,15.0,1
Mobile Developer,Tech Company 96,Ho Chi Minh,26-57 millions,"kotlin, android",Senior,2024-07-07,41.5,3
Backend Developer,Tech Company 361,Ho Chi Minh,27-57 millions,"java, spring boot",Senior,2024-01-05,42.0,3
Tester/QA,Tech Company 59,Ho Chi Minh,16-30 millions,"java, appium",Junior,2025-08-24,23.0,2
Fullstack Developer,Tech Company 303,Ha Noi,17-28 millions,"python, vuejs, docker",Junior,2025-09-21,22.5,2
Frontend Developer,Tech Company 73,Ho Chi Minh,8-17 millions,"vuejs, nuxt",Fresher,2025-12-11,12.5,1
Fullstack Developer,Tech Company 276,Ho Chi Minh,27-55 millions,"python, vuejs, docker",Senior,2025-10-12,41.0,3
Fullstack Developer,Tech Company 162,Ha Noi,26-56 millions,"python, vuejs, docker",Senior,2024-07-10,41.0,3
DevOps Engineer,Tech Company 494,Ha Noi,27-55 millions,"aws, docker, k8s",Senior,2025-01-28,41.0,3
Data Scientist,Tech Company 87,Ho Chi Minh,6-17 millions,"sql, tableau, python",Fresher,2024-10-22,11.5,1
Tester/QA,Tech Company 422,Ha Noi,27-56 millions,"selenium, python",Senior,2025-07-10,41.5,3
Backend Developer,Tech Company 377,Ha Noi,66-114 millions,"node.js, express",Manager,2024-04-14,90.0,5
AI/ML Engineer,Tech Company 225,Ha Noi,27-56 millions,"python, tensorflow, cv",Senior,2024-03-30,41.5,3
Data Scientist,Tech Company 441,Ho Chi Minh,45-79 millions,"python, pandas, scikit-learn",Lead,2024-12-25,62.0,4
Fullstack Developer,Tech Company 413,Ha Noi,26-56 millions,"python, vuejs, docker",Senior,2024-07-30,41.0,3
AI/ML Engineer,Tech Company 150,Ho Chi Minh,8-18 millions,"c++, cuda, computer vision",Fresher,2025-12-21,13.0,1
Fullstack Developer,Tech Company 390,Ho Chi Minh,42-78 millions,"react, node.js, mongo",Lead,2024-09-10,60.0,4
Fullstack Developer,Tech Company 232,Ho Chi Minh,28-58 millions,"python, vuejs, docker",Senior,2025-01-19,43.0,3
Frontend Developer,Tech Company 233,Ha Noi,8-17 millions,"html, css, js",Fresher,2025-01-12,12.5,1
Backend Developer,Tech Company 358,Ho Chi Minh,66-112 millions,"python, django",Manager,2025-11-11,89.0,5
Mobile Developer,Tech Company 138,Ho Chi Minh,18-31 millions,react native,Junior,2025-05-21,24.5,2
Fullstack Developer,Tech Company 391,Ho Chi Minh,17-31 millions,"python, vuejs, docker",Junior,2025-11-29,24.0,2
Tester/QA,Tech Company 234,Ho Chi Minh,7-20 millions,"selenium, python",Fresher,2025-03-27,13.5,1
Frontend Developer,Tech Company 85,Da Nang,35-64 millions,"angular, rxjs",Lead,2025-10-26,49.5,4
Data Scientist,Tech Company 110,Ha Noi,9-20 millions,"sql, tableau, python",Fresher,2024-01-02,14.5,1
Data Scientist,Tech Company 176,Ho Chi Minh,17-27 millions,"python, pytorch, aws",Junior,2025-12-13,22.0,2
Mobile Developer,Tech Company 375,Remote,26-53 millions,react native,Senior,2024-04-01,39.5,3
DevOps Engineer,Tech Company 329,Ho Chi Minh,26-58 millions,"azure, ci/cd, terraform",Senior,2024-05-16,42.0,3
Backend Developer,Tech Company 384,Ho Chi Minh,65-113 millions,"java, spring boot",Manager,2025-10-05,89.0,5
Mobile Developer,Tech Company 44,Ho Chi Minh,28-56 millions,"swift, ios",Senior,2025-10-22,42.0,3
AI/ML Engineer,Tech Company 106,Ha Noi,14-31 millions,"c++, cuda, computer vision",Junior,2024-11-04,22.5,2
Mobile Developer,Tech Company 254,Ha Noi,28-58 millions,"swift, ios",Senior,2024-09-02,43.0,3
Frontend Developer,Tech Company 199,Ho Chi Minh,18-32 millions,"reactjs, typescript",Junior,2024-05-15,25.0,2
DevOps Engineer,Tech Company 9,Ha Noi,44-80 millions,"linux, jenkins, ansible",Lead,2024-03-15,62.0,4
Mobile Developer,Tech Company 276,Ha Noi,17-27 millions,"kotlin, android",Junior,2025-07-03,22.0,2
AI/ML Engineer,Tech Company 275,Ho Chi Minh,27-56 millions,"python, tensorflow, cv",Senior,2024-06-08,41.5,3
Frontend Developer,Tech Company 30,Ha Noi,17-31 millions,"angular, rxjs",Junior,2024-09-01,24.0,2
Frontend Developer,Tech Company 380,Da Nang,13-22 millions,"html, css, js",Junior,2025-11-13,17.5,2
Backend Developer,Tech Company 268,Ho Chi Minh,28-55 millions,"java, spring boot",Senior,2024-12-21,41.5,3
AI/ML Engineer,Tech Company 376,Ha Noi,26-58 millions,"python, tensorflow, cv",Senior,2024-10-02,42.0,3
Backend Developer,Tech Company 135,Ha Noi,45-78 millions,"go, microservices",Lead,2024-03-06,61.5,4
Frontend Developer,Tech Company 440,Ha Noi,27-56 millions,"html, css, js",Senior,2025-05-26,41.5,3
Backend Developer,Tech Company 92,Ho Chi Minh,25-56 millions,"java, spring boot",Senior,2024-06-02,40.5,3
Mobile Developer,Tech Company 139,Da Nang,35-65 millions,react native,Lead,2024-11-23,50.0,4
Frontend Developer,Tech Company 489,Ha Noi,26-59 millions,"reactjs, typescript",Senior,2024-02-17,42.5,3
AI/ML Engineer,Tech Company 189,Da Nang,12-25 millions,"python, nlp, huggingface",Junior,2024-01-09,18.5,2
AI/ML Engineer,Tech Company 498,Ha Noi,16-29 millions,"c++, cuda, computer vision",Junior,2025-08-28,22.5,2
Data Scientist,Tech Company 78,Ha Noi,18-31 millions,"python, pytorch, aws",Junior,2024-09-08,24.5,2
Data Scientist,Tech Company 487,Ho Chi Minh,8-20 millions,"python, pytorch, aws",Fresher,2024-01-10,14.0,1
Mobile Developer,Tech Company 215,Ha Noi,14-30 millions,"swift, ios",Junior,2024-08-31,22.0,2
Fullstack Developer,Tech Company 460,Ho Chi Minh,15-27 millions,"python, vuejs, docker",Junior,2024-08-25,21.0,2
DevOps Engineer,Tech Company 259,Ho Chi Minh,29-55 millions,"azure, ci/cd, terraform",Senior,2024-04-07,42.0,3
Frontend Developer,Tech Company 150,Ha Noi,8-21 millions,"reactjs, typescript",Fresher,2024-08-30,14.5,1
Mobile Developer,Tech Company 484,Ho Chi Minh,15-28 millions,"swift, ios",Junior,2024-03-17,21.5,2
Frontend Developer,Tech Company 209,Ha Noi,14-29 millions,"vuejs, nuxt",Junior,2024-11-17,21.5,2
Data Scientist,Tech Company 47,Ho Chi Minh,8-17 millions,"sql, tableau, python",Fresher,2024-05-02,12.5,1
Backend Developer,Tech Company 365,Ha Noi,17-29 millions,"java, spring boot",Junior,2024-04-03,23.0,2
Backend Developer,Tech Company 488,Ho Chi Minh,15-32 millions,"go, microservices",Junior,2024-02-01,23.5,2
Data Scientist,Tech Company 63,Ha Noi,16-31 millions,"python, pandas, scikit-learn",Junior,2024-05-23,23.5,2
AI/ML Engineer,Tech Company 228,Ho Chi Minh,42-77 millions,"python, tensorflow, cv",Lead,2025-10-23,59.5,4
DevOps Engineer,Tech Company 474,Ho Chi Minh,25-57 millions,"aws, docker, k8s",Senior,2024-06-21,41.0,3
Mobile Developer,Tech Company 182,Ha Noi,25-58 millions,"kotlin, android",Senior,2024-06-25,41.5,3
AI/ML Engineer,Tech Company 316,Ho Chi Minh,18-27 millions,"python, nlp, huggingface",Junior,2025-09-26,22.5,2
Mobile Developer,Tech Company 215,Ho Chi Minh,14-28 millions,"kotlin, android",Junior,2024-05-20,21.0,2
Data Scientist,Tech Company 196,Da Nang,15-25 millions,"python, pytorch, aws",Junior,2024-01-20,20.0,2
Tester/QA,Tech Company 139,Ho Chi Minh,29-57 millions,"java, appium",Senior,2025-02-01,43.0,3
Backend Developer,Tech Company 182,Da Nang,22-49 millions,"java, spring boot",Senior,2025-02-01,35.5,3
Fullstack Developer,Tech Company 184,Can Tho,34-64 millions,"react, node.js, mongo",Lead,2025-12-15,49.0,4
DevOps Engineer,Tech Company 429,Ho Chi Minh,44-79 millions,"linux, jenkins, ansible",Lead,2024-07-11,61.5,4
Tester/QA,Tech Company 120,Da Nang,52-90 millions,"java, appium",Manager,2024-02-27,71.0,5
Tester/QA,Tech Company 175,Ho Chi Minh,26-58 millions,"selenium, python",Senior,2024-05-13,42.0,3
DevOps Engineer,Tech Company 397,Da Nang,20-47 millions,"aws, docker, k8s",Senior,2024-05-25,33.5,3
DevOps Engineer,Tech Company 301,Ha Noi,8-21 millions,"aws, docker, k8s",Fresher,2025-02-09,14.5,1
Fullstack Developer,Tech Company 492,Ho Chi Minh,9-18 millions,"react, node.js, mongo",Fresher,2025-10-16,13.5,1
DevOps Engineer,Tech Company 158,Ho Chi Minh,17-31 millions,"aws, docker, k8s",Junior,2025-01-22,24.0,2
Fullstack Developer,Tech Company 201,Ho Chi Minh,25-58 millions,"python, vuejs, docker",Senior,2025-08-09,41.5,3
Backend Developer,Tech Company 114,Ha Noi,44-81 millions,"java, spring boot",Lead,2025-09-18,62.5,4
Tester/QA,Tech Company 164,Ho Chi Minh,26-55 millions,"manual testing, sql",Senior,2024-12-21,40.5,3
Frontend Developer,Tech Company 355,Da Nang,13-23 millions,"angular, rxjs",Junior,2024-09-12,18.0,2
Frontend Developer,Tech Company 497,Ho Chi Minh,6-18 millions,"reactjs, typescript",Fresher,2025-03-05,12.0,1
Mobile Developer,Tech Company 404,Ho Chi Minh,16-28 millions,"swift, ios",Junior,2025-05-05,22.0,2
Data Scientist,Tech Company 151,Ha Noi,43-80 millions,"python, pandas, scikit-learn",Lead,2024-02-04,61.5,4
Frontend Developer,Tech Company 375,Ho Chi Minh,8-20 millions,"reactjs, typescript",Fresher,2024-06-13,14.0,1
Frontend Developer,Tech Company 361,Da Nang,7-16 millions,"angular, rxjs",Fresher,2025-05-09,11.5,1
Fullstack Developer,Tech Company 170,Da Nang,8-14 millions,"python, vuejs, docker",Fresher,2024-04-13,11.0,1
AI/ML Engineer,Tech Company 202,Ho Chi Minh,15-28 millions,"c++, cuda, computer vision",Junior,2024-02-20,21.5,2
Fullstack Developer,Tech Company 422,Ha Noi,26-57 millions,"react, node.js, mongo",Senior,2024-10-28,41.5,3
Data Scientist,Tech Company 42,Ha Noi,25-55 millions,"python, pandas, scikit-learn",Senior,2024-10-25,40.0,3
Mobile Developer,Tech Company 329,Ho Chi Minh,16-30 millions,"kotlin, android",Junior,2024-04-03,23.0,2
Mobile Developer,Tech Company 239,Ho Chi Minh,26-55 millions,"swift, ios",Senior,2025-03-26,40.5,3
Backend Developer,Tech Company 343,Ha Noi,17-30 millions,"java, spring boot",Junior,2024-03-28,23.5,2
Data Scientist,Tech Company 215,Ha Noi,14-29 millions,"python, pytorch, aws",Junior,2025-06-19,21.5,2
Tester/QA,Tech Company 258,Ha Noi,65-110 millions,"manual testing, sql",Manager,2024-02-05,87.5,5
Fullstack Developer,Tech Company 498,Ha Noi,29-57 millions,"react, node.js, mongo",Senior,2024-06-20,43.0,3
Backend Developer,Tech Company 422,Ho Chi Minh,14-30 millions,"node.js, express",Junior,2024-07-25,22.0,2
AI/ML Engineer,Tech Company 45,Ha Noi,29-59 millions,"python, nlp, huggingface",Senior,2024-03-09,44.0,3
DevOps Engineer,Tech Company 403,Ho Chi Minh,16-32 millions,"azure, ci/cd, terraform",Junior,2024-01-13,24.0,2
Mobile Developer,Tech Company 299,Ha Noi,27-55 millions,"flutter, dart",Senior,2025-08-25,41.0,3
Frontend Developer,Tech Company 450,Da Nang,23-49 millions,"reactjs, typescript",Senior,2024-12-18,36.0,3
Tester/QA,Tech Company 317,Ho Chi Minh,14-28 millions,"automation, cypress",Junior,2024-05-27,21.0,2
Backend Developer,Tech Company 26,Ha Noi,29-56 millions,"node.js, express",Senior,2024-08-31,42.5,3
DevOps Engineer,Tech Company 144,Da Nang,21-48 millions,"aws, docker, k8s",Senior,2024-11-14,34.5,3
Frontend Developer,Tech Company 397,Da Nang,21-49 millions,"vuejs, nuxt",Senior,2025-03-29,35.0,3
Mobile Developer,Tech Company 380,Ho Chi Minh,26-56 millions,"flutter, dart",Senior,2025-02-20,41.0,3
DevOps Engineer,Tech Company 364,Ha Noi,16-28 millions,"aws, docker, k8s",Junior,2024-11-14,22.0,2
DevOps Engineer,Tech Company 259,Ho Chi Minh,7-18 millions,"linux, jenkins, ansible",Fresher,2025-04-20,12.5,1
Backend Developer,Tech Company 492,Da Nang,12-25 millions,"java, spring boot",Junior,2024-06-30,18.5,2
DevOps Engineer,Tech Company 47,Ha Noi,42-81 millions,"azure, ci/cd, terraform",Lead,2025-12-06,61.5,4
Fullstack Developer,Tech Company 332,Ho Chi Minh,17-28 millions,"python, vuejs, docker",Junior,2024-08-14,22.5,2
Mobile Developer,Tech Company 5,Ho Chi Minh,17-32 millions,"flutter, dart",Junior,2025-11-29,24.5,2
Fullstack Developer,Tech Company 413,Ho Chi Minh,17-28 millions,"python, vuejs, docker",Junior,2025-09-14,22.5,2
AI/ML Engineer,Tech Company 130,Ha Noi,45-81 millions,"python, nlp, huggingface",Lead,2025-04-15,63.0,4
Mobile Developer,Tech Company 288,Ho Chi Minh,14-32 millions,"flutter, dart",Junior,2025-01-18,23.0,2
AI/ML Engineer,Tech Company 328,Ha Noi,25-55 millions,"c++, cuda, computer vision",Senior,2024-10-10,40.0,3
AI/ML Engineer,Tech Company 413,Ho Chi Minh,15-31 millions,"python, tensorflow, cv",Junior,2024-02-28,23.0,2
Mobile Developer,Tech Company 255,Ha Noi,44-80 millions,"swift, ios",Lead,2025-11-02,62.0,4
Mobile Developer,Tech Company 293,Ho Chi Minh,65-110 millions,"kotlin, android",Manager,2025-12-26,87.5,5
Data Scientist,Tech Company 184,Ho Chi Minh,27-58 millions,"python, pytorch, aws",Senior,2025-11-18,42.5,3
Fullstack Developer,Tech Company 372,Ha Noi,25-55 millions,"java, angular, sql",Senior,2024-09-21,40.0,3
Fullstack Developer,Tech Company 182,Ha Noi,29-58 millions,"python, vuejs, docker",Senior,2024-08-15,43.5,3
Mobile Developer,Tech Company 436,Da Nang,12-25 millions,"swift, ios",Junior,2025-04-19,18.5,2
Frontend Developer,Tech Company 196,Ho Chi Minh,10-19 millions,"html, css, js",Fresher,2025-11-28,14.5,1
Fullstack Developer,Tech Company 458,Ho Chi Minh,29-56 millions,"react, node.js, mongo",Senior,2025-08-06,42.5,3
DevOps Engineer,Tech Company 324,Ha Noi,42-77 millions,"linux, jenkins, ansible",Lead,2024-12-06,59.5,4
Backend Developer,Tech Company 296,Ho Chi Minh,65-111 millions,"python, django",Manager,2024-06-21,88.0,5
Frontend Developer,Tech Company 220,Ha Noi,27-58 millions,"vuejs, nuxt",Senior,2025-02-17,42.5,3
Backend Developer,Tech Company 388,Ho Chi Minh,66-114 millions,"java, spring boot",Manager,2024-11-25,90.0,5
Backend Developer,Tech Company 67,Ho Chi Minh,26-59 millions,"java, spring boot",Senior,2024-11-15,42.5,3
AI/ML Engineer,Tech Company 234,Ha Noi,7-16 millions,"python, tensorflow, cv",Fresher,2024-10-24,11.5,1
DevOps Engineer,Tech Company 462,Ha Noi,29-59 millions,"azure, ci/cd, terraform",Senior,2024-12-16,44.0,3
Fullstack Developer,Tech Company 109,Ha Noi,14-28 millions,"java, angular, sql",Junior,2024-05-14,21.0,2
Fullstack Developer,Tech Company 193,Ha Noi,26-58 millions,"react, node.js, mongo",Senior,2024-02-08,42.0,3
Mobile Developer,Tech Company 106,Ho Chi Minh,27-57 millions,"flutter, dart",Senior,2024-06-05,42.0,3
AI/ML Engineer,Tech Company 319,Ha Noi,28-58 millions,"python, nlp, huggingface",Senior,2024-10-03,43.0,3
